YEAR,MO,DY,PRECTOTCORR,TS
1985,3,16,0.0,26.09
1985,3,17,2.69,25.35
1985,3,18,8.36,24.05
1985,3,19,0.03,25.27
1985,3,20,0.28,25.93
1985,3,21,0.86,26.02
1985,3,22,0.45,26.06
1985,3,23,0.18,26.55
1985,3,24,0.59,26.53
1985,3,25,4.83,24.95
1985,3,26,7.85,23.46
1985,3,27,10.45,22.32
1985,3,28,2.17,21.48
1985,3,29,1.08,24.44
1985,3,30,5.39,23.85
1985,3,31,13.16,23.76
1985,4,1,2.11,23.85
1985,4,2,4.69,23.19
1985,4,3,2.49,23.05
1985,4,4,2.09,24.59
1985,4,5,6.53,21.68
1985,4,6,1.76,21.26
1985,4,7,0.04,23.95
1985,4,8,0.49,24.3
1985,4,9,0.94,23.97
1985,4,10,1.57,20.8
1985,4,11,8.05,20.15
1985,4,12,11.65,20.26
1985,4,13,7.72,20.63
1985,4,14,3.41,23.28
1985,4,15,9.26,23.52
1985,4,16,9.01,23.36
1985,4,17,1.53,23.83
1985,4,18,3.56,24.41
1985,4,19,2.97,23.76
1985,4,20,1.2,24.69
1985,4,21,1.47,23.85
1985,4,22,2.85,24.06
1985,4,23,4.77,22.76
1985,4,24,15.75,21.77
1985,4,25,14.38,20.49
1985,4,26,6.5,18.93
1985,4,27,6.92,20.73
1985,4,28,2.6,20.69
1985,4,29,7.65,19.47
1985,4,30,3.31,20.84
1985,5,1,4.66,21.38
1985,5,2,4.14,21.37
1985,5,3,2.09,21.19
1985,5,4,1.32,20.74
1985,5,5,7.38,20.37
1985,5,6,3.09,20.07
1985,5,7,7.61,19.91
1985,5,8,17.15,19.57
1985,5,9,9.59,19.74
1985,5,10,12.07,21.11
1985,5,11,0.47,19.14
1985,5,12,2.81,21.53
1985,5,13,0.2,21.6
1985,5,14,2.48,21.95
1985,5,15,11.38,22.29
1985,5,16,5.08,22.57
1985,5,17,0.9,22.16
1985,5,18,1.08,21.95
1985,5,19,1.17,21.81
1985,5,20,0.1,22.32
1985,5,21,0.84,22.88
1985,5,22,0.41,22.71
1985,5,23,1.04,22.68
1985,5,24,1.76,22.38
1985,5,25,1.54,22.86
1985,5,26,0.73,23.36
1985,5,27,0.4,23.04
1985,5,28,0.07,22.32
1985,5,29,0.04,22.63
1985,5,30,0.09,23.17
1985,5,31,0.35,22.76
1985,6,1,0.4,22.86
1985,6,2,0.12,23.59
1985,6,3,0.1,23.65
1985,6,4,0.02,24.16
1985,6,5,0.42,24.29
1985,6,6,0.53,24.44
1985,6,7,1.15,24.1
1985,6,8,1.68,23.95
1985,6,9,0.75,23.56
1985,6,10,0.83,23.87
1985,6,11,0.19,24.14
1985,6,12,0.39,23.54
1985,6,13,0.78,24.23
1985,6,14,0.3,24.1
1985,6,15,0.47,23.72
1985,6,16,3.14,23.22
1985,6,17,2.37,23.1
1985,6,18,4.14,23.49
1985,6,19,8.41,22.59
1985,6,20,4.9,23.01
1985,6,21,0.4,23.11
1985,6,22,0.88,23.32
1985,6,23,3.23,22.92
1985,6,24,1.76,23.9
1985,6,25,1.7,23.91
1985,6,26,1.9,23.5
1985,6,27,2.56,22.87
1985,6,28,4.34,22.02
1985,6,29,2.61,22.51
1985,6,30,8.49,21.97
1985,7,1,3.5,21.73
1985,7,2,2.15,21.93
1985,7,3,1.9,21.35
1985,7,4,7.89,19.42
1985,7,5,2.13,20.97
1985,7,6,1.34,21.89
1985,7,7,3.94,22.3
1985,7,8,2.22,21.72
1985,7,9,4.6,21.41
1985,7,10,1.55,22.98
1985,7,11,2.4,23.06
1985,7,12,2.72,23.07
1985,7,13,1.84,21.88
