YEAR,MO,DY,PRECTOTCORR,TS
1985,1,19,0.0,22.49
1985,1,20,0.0,22.56
1985,1,21,0.03,22.5
1985,1,22,0.47,24.93
1985,1,23,0.36,25.8
1985,1,24,0.08,25.06
1985,1,25,1.38,25.07
1985,1,26,7.93,21.69
1985,1,27,15.53,22.59
1985,1,28,6.74,22.68
1985,1,29,10.26,22.63
1985,1,30,6.98,21.15
1985,1,31,0.07,21.59
1985,2,1,0.02,22.34
1985,2,2,2.22,23.38
1985,2,3,3.52,23.46
1985,2,4,0.82,23.91
1985,2,5,0.93,22.31
1985,2,6,1.58,23.14
1985,2,7,0.35,22.29
1985,2,8,0.13,20.94
1985,2,9,0.06,18.6
1985,2,10,0.0,20.96
1985,2,11,0.01,21.83
1985,2,12,0.13,23.03
1985,2,13,0.1,21.25
1985,2,14,0.16,19.76
1985,2,15,0.02,22.29
1985,2,16,0.0,23.9
1985,2,17,0.0,23.87
1985,2,18,0.0,24.12
1985,2,19,0.0,24.18
1985,2,20,0.09,23.2
1985,2,21,0.02,23.51
1985,2,22,0.0,22.83
1985,2,23,0.0,22.49
1985,2,24,0.0,22.93
1985,2,25,0.0,23.94
1985,2,26,0.35,23.71
1985,2,27,0.16,25.84
1985,2,28,0.07,26.21
1985,3,1,0.02,26.0
1985,3,2,0.03,25.7
1985,3,3,3.18,25.44
1985,3,4,5.5,25.72
1985,3,5,0.42,25.18
1985,3,6,0.02,24.29
1985,3,7,0.0,24.28
1985,3,8,0.0,23.97
1985,3,9,0.0,24.07
1985,3,10,0.0,23.78
1985,3,11,0.0,24.44
1985,3,12,0.0,24.33
1985,3,13,0.0,25.22
1985,3,14,0.0,26.22
1985,3,15,0.0,27.09
1985,3,16,0.0,27.26
1985,3,17,0.29,27.22
1985,3,18,0.24,24.62
1985,3,19,0.99,26.45
1985,3,20,0.08,27.25
1985,3,21,0.1,28.33
1985,3,22,0.21,29.23
1985,3,23,0.26,28.63
1985,3,24,1.36,29.21
1985,3,25,4.26,26.99
1985,3,26,13.07,24.01
1985,3,27,19.89,19.59
1985,3,28,22.78,19.94
1985,3,29,4.69,22.35
1985,3,30,1.89,23.93
1985,3,31,4.09,23.96
1985,4,1,14.31,20.01
1985,4,2,7.64,21.13
1985,4,3,2.73,21.53
1985,4,4,0.4,23.41
1985,4,5,2.64,23.14
1985,4,6,2.34,22.53
1985,4,7,3.22,22.03
1985,4,8,15.97,22.62
1985,4,9,12.72,18.54
1985,4,10,5.35,21.88
1985,4,11,19.72,17.73
1985,4,12,37.24,19.86
1985,4,13,11.25,19.35
1985,4,14,18.62,20.18
1985,4,15,6.12,19.86
1985,4,16,4.12,18.33
1985,4,17,3.84,21.27
1985,4,18,8.87,19.35
1985,4,19,15.35,19.0
1985,4,20,9.74,19.54
1985,4,21,3.14,19.61
1985,4,22,13.1,19.85
1985,4,23,9.35,18.95
1985,4,24,13.0,20.0
1985,4,25,17.37,20.32
1985,4,26,11.36,18.76
1985,4,27,6.69,19.13
1985,4,28,26.53,17.91
1985,4,29,13.07,19.36
1985,4,30,1.01,20.24
1985,5,1,4.97,20.13
1985,5,2,8.91,18.82
1985,5,3,12.92,17.85
1985,5,4,7.0,18.62
1985,5,5,8.4,18.38
1985,5,6,12.51,18.44
1985,5,7,12.19,17.61
1985,5,8,4.33,16.94
1985,5,9,6.65,18.82
1985,5,10,16.2,17.29
1985,5,11,14.66,15.96
1985,5,12,6.46,19.0
1985,5,13,0.91,19.63
1985,5,14,0.28,19.68
1985,5,15,9.53,20.67
1985,5,16,12.23,18.12
1985,5,17,6.71,20.36
1985,5,18,8.39,18.32
1985,5,19,3.01,18.98
1985,5,20,3.75,19.41
1985,5,21,5.23,19.25
1985,5,22,0.85,18.2
1985,5,23,1.38,18.64
1985,5,24,1.0,19.84
1985,5,25,3.82,20.17
1985,5,26,0.96,19.16
1985,5,27,0.54,18.48
1985,5,28,0.48,19.27
1985,5,29,0.33,18.91
1985,5,30,0.32,18.83
1985,5,31,10.4,18.36
1985,6,1,5.39,17.45
1985,6,2,5.12,18.34
1985,6,3,3.59,18.86
1985,6,4,5.24,19.17
