YEAR,MO,DY,PRECTOTCORR,TS
1984,6,4,6.49,19.06
1984,6,5,5.86,20.23
1984,6,6,1.27,21.49
1984,6,7,3.24,21.45
1984,6,8,2.87,21.14
1984,6,9,1.85,21.92
1984,6,10,0.94,20.63
1984,6,11,0.92,21.51
1984,6,12,1.0,21.84
1984,6,13,1.01,22.08
1984,6,14,1.87,22.37
1984,6,15,11.15,21.54
1984,6,16,11.31,19.75
1984,6,17,8.59,19.24
1984,6,18,5.13,19.09
1984,6,19,10.75,18.49
1984,6,20,3.77,18.94
1984,6,21,6.66,17.68
1984,6,22,5.26,17.12
1984,6,23,7.06,16.35
1984,6,24,3.02,19.16
1984,6,25,3.3,18.49
1984,6,26,3.13,17.86
1984,6,27,1.78,18.16
1984,6,28,3.76,18.14
1984,6,29,2.02,19.09
1984,6,30,4.91,18.78
1984,7,1,11.56,18.97
1984,7,2,3.77,18.7
1984,7,3,8.82,15.27
1984,7,4,7.63,16.97
1984,7,5,11.03,17.09
1984,7,6,5.84,19.0
1984,7,7,6.0,19.83
1984,7,8,10.91,18.46
1984,7,9,11.74,18.36
1984,7,10,9.44,18.06
1984,7,11,8.68,17.38
1984,7,12,14.1,18.2
1984,7,13,8.21,18.88
1984,7,14,30.12,17.67
1984,7,15,13.22,16.44
1984,7,16,13.29,17.4
1984,7,17,13.42,17.41
1984,7,18,14.95,17.22
1984,7,19,13.21,16.85
1984,7,20,14.18,16.73
1984,7,21,11.04,16.89
1984,7,22,12.85,16.08
1984,7,23,14.06,16.82
1984,7,24,8.7,17.09
1984,7,25,8.25,17.42
1984,7,26,13.81,17.37
1984,7,27,7.2,17.42
1984,7,28,7.87,17.48
1984,7,29,13.17,17.49
1984,7,30,9.7,17.38
1984,7,31,16.59,16.76
1984,8,1,11.96,17.38
1984,8,2,11.49,17.1
1984,8,3,18.42,17.15
1984,8,4,10.3,17.34
1984,8,5,12.13,17.1
1984,8,6,12.18,17.17
1984,8,7,6.46,17.47
1984,8,8,13.79,17.32
1984,8,9,7.76,17.44
1984,8,10,6.01,17.6
1984,8,11,4.57,18.22
1984,8,12,9.04,17.64
1984,8,13,7.48,16.73
1984,8,14,12.11,17.32
1984,8,15,5.98,16.92
1984,8,16,8.88,17.05
